priority_rank,company_id,propensity_score,converted_30d_actual,signal_1,signal_2,signal_3,EMPLOYEE_RANGE,ALEXA_RANK,INDUSTRY,llm_sales_brief
3156,3778,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3157,2789,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,TELECOMMUNICATIONS,
3158,3564,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3159,3889,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3160,2019,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3161,3138,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3162,2980,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3163,5024,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3164,382,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3165,4119,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3166,3256,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3167,1123,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3168,2276,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3169,2097,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3170,4652,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3171,5031,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3172,3540,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,TECH,
3173,1415,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3174,4527,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3175,3542,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3176,1802,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3177,2023,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3178,2013,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3179,4627,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3180,4400,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3181,3904,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,APPAREL FASHION,
3182,3953,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,IT_SERVICES,
3183,1224,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3184,4515,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,CONSTRUCTION,
3185,3932,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3186,4087,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3187,2622,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3188,3499,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,LEISURE TRAVEL TOURISM,
3189,3976,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,LEISURE TRAVEL TOURISM,
3190,3475,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3191,821,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3192,4014,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,IT_SERVICES,
3193,3059,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3194,1814,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3195,1422,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3196,2993,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3197,390,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3198,2540,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3199,2991,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,TECH,
3200,3673,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3201,467,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,IT_SERVICES,
3202,2374,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3203,226,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3204,5003,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,IT_SERVICES,
3205,591,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3206,2190,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,MARKETING,
3207,4930,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3208,3560,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3209,3970,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3210,4471,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3211,1120,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3212,416,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3213,2799,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3214,202,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3215,3251,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,FINANCE,
3216,1486,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3217,972,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3218,4216,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3219,4428,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3220,4371,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3221,3710,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3222,5159,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3223,1480,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3224,3934,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3225,4031,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3226,3645,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,TECH,
3227,4807,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3228,480,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3229,5085,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3230,5045,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3231,3541,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3232,923,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3233,1497,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,TECH,
3234,1151,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3235,3415,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3236,362,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3237,3383,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3238,1999,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3239,1046,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3240,453,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3241,1567,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3242,1967,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3243,4923,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3244,3590,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3245,2294,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3246,2361,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3247,1385,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3248,1542,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3249,4636,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3250,2706,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3251,4634,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3252,2068,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3253,3050,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3254,1367,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3255,2015,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3256,3106,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3257,2286,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3258,726,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3259,1495,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3260,3181,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,FINANCIAL SERVICES,
3261,4984,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3262,388,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3263,1455,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3264,3619,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3265,4674,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3266,2726,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3267,4317,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3268,709,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3269,1187,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3270,3265,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3271,4250,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3272,2823,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3273,4124,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
3274,1851,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),8.0,16000001.0,UNKNOWN,
3275,967,0.01,,Strong web presence (low Alexa rank) (SHAP: +0.540),Recent platform activity (SHAP: +0.147),Recently active (SHAP: +0.090),,16000001.0,UNKNOWN,
